id,da0e,price,bedrooms,ba0hrooms,sqf0_living,sqf0_lo0,floors,wa0erfron0,view,condi0ion,grade,sqf0_above,sqf0_basemen0,yr_buil0,yr_renova0ed,zipcode,sqf0_living15,sqf0_lo015
5539,2.01E+14,260000,3,2,1030,7260,1,0,0,3,6,1030,0,1947,0,98146,1380,8100
5540,2.01E+14,538000,3,2,1770,8050,1,0,0,4,7,1020,750,1963,0,98008,2000,7875
5541,2.01E+14,385500,3,2,1540,7947,1,0,0,3,7,1120,420,1961,0,98011,1910,7950
5542,2.01E+14,428400,4,3,2650,6000,2,0,0,3,9,2650,0,2000,0,98038,2630,6381
5543,2.01E+14,346290,4,3,2690,9240,2,0,0,3,8,2690,0,1998,0,98022,2640,9240
5544,2.02E+14,587000,4,3,2210,8430,2,0,0,3,9,2210,0,1999,0,98075,2460,8069
5545,2.01E+14,355000,4,3,2390,6775,2,0,0,3,7,2390,0,2003,0,98056,2560,6346
5546,2.02E+14,650000,5,3,2580,7865,1,0,0,4,8,1480,1100,1964,0,98007,2140,8400
5547,2.01E+14,340000,4,3,2160,5455,2,0,0,3,7,2160,0,2003,0,98056,2160,5257
5548,2.01E+14,565000,4,3,2230,8624,1,0,0,4,8,1430,800,1969,0,98052,1970,8402
5549,2.02E+14,630000,4,2,2000,5000,2,0,0,5,7,2000,0,1925,0,98144,2200,5000
5550,2.01E+14,227000,3,1,1280,7198,1,0,0,5,6,1280,0,1916,1983,98022,1260,7198
5551,2.01E+14,600000,4,3,2810,17674,1,0,0,4,8,1640,1170,1978,0,98052,2400,11240
5552,2.02E+14,540400,4,2,1680,6758,1,0,0,3,8,1680,0,1974,0,98008,1910,7000
5553,2.01E+14,569000,3,3,2150,8060,2,0,0,3,8,2150,0,1995,0,98033,2150,7172
5554,2.01E+14,735000,3,3,2820,8159,2,0,0,3,9,2820,0,2004,0,98029,2910,5000
5555,2.01E+14,434000,3,2,1750,9353,1,0,0,3,7,1210,540,1987,0,98034,1930,8545
5556,2.02E+14,578888,2,2,1060,4000,1,0,0,2,7,1000,60,1914,0,98103,1310,4000
5557,2.01E+14,465425,4,3,2430,20720,1,0,0,3,7,2430,0,1967,0,98072,2580,26950
5558,2.02E+14,280500,4,3,2660,7754,2,0,0,3,8,1590,1070,1986,0,98023,2250,7754
5559,2.02E+14,539950,2,2,1670,3507,1,0,0,3,9,1670,0,2007,0,98029,2330,3889
5560,2.01E+14,406430,3,2,1380,15426,1,0,0,4,7,1380,0,1968,0,98075,1380,15426
5561,2.02E+14,1.15E+06,4,4,4160,35000,2,0,0,3,11,4160,0,1991,0,98053,5330,36446
5562,2.01E+14,250000,3,3,1790,6191,2,0,0,3,8,1790,0,1992,0,98031,1790,6758
5563,2.01E+14,266000,3,3,1940,8547,1,0,0,3,7,1460,480,1989,0,98030,1750,7803
5564,2.01E+14,258000,3,2,1390,7200,1,0,0,3,7,1390,0,1996,0,98058,1630,7340
5565,2.01E+14,472000,3,2,2200,21890,1,0,2,3,8,1200,1000,1961,0,98155,2600,15162
5566,2.01E+14,530000,3,2,1264,1536,2,0,0,3,8,1264,0,2003,0,98105,1264,2067
5567,2.01E+14,302282,2,1,1095,5120,2,0,0,3,7,1095,0,1901,0,98122,1310,5120
5568,2.02E+14,370000,2,1,850,6213,1,0,0,3,6,750,100,1916,0,98136,1880,5500
5569,2.01E+14,625000,4,2,1760,5307,2,0,0,4,7,1170,590,1948,0,98105,1850,6600
5570,2.02E+14,142500,1,1,690,6825,1,0,0,4,5,690,0,1917,0,98002,1330,5381
5571,2.02E+14,334000,3,2,1400,7405,1,0,0,3,7,1400,0,1961,0,98133,1820,7440
5572,2.01E+14,362000,5,3,1810,3000,2,0,0,3,7,1810,0,1998,0,98118,1670,3000
5573,2.02E+14,181000,2,1,1310,4000,1,0,0,3,7,950,360,1942,0,98144,1310,4000
5574,2.01E+14,241500,3,1,1400,10425,1,0,0,4,7,1400,0,1968,0,98003,1440,10425
5575,2.02E+14,245000,3,2,2350,12720,1,0,0,4,7,1180,1170,1964,0,98030,1680,10400
5576,2.02E+14,227500,3,1,1150,8848,1,0,0,3,7,1150,0,1968,0,98042,1220,9576
5577,2.01E+14,158550,5,2,1710,8100,2,0,0,4,7,1710,0,1961,0,98032,1480,8025
5578,2.01E+14,450000,3,2,1660,10247,1,0,0,5,7,1130,530,1968,0,98034,1680,7637
5579,2.02E+14,485000,3,2,1950,10080,1,0,0,4,7,1950,0,1967,0,98034,2340,8800
5580,2.01E+14,353000,4,2,1780,9794,1,0,0,3,7,1780,0,1967,0,98077,1160,9750
5581,2.02E+14,500000,4,3,2450,4668,2,0,0,3,8,2450,0,2004,0,98028,2460,4895
5582,2.01E+14,360000,1,2,2060,10600,2,0,0,3,7,1560,500,1927,1983,98003,2060,11880
5583,2.02E+14,357500,3,2,1540,11858,1,0,0,4,7,1540,0,1966,0,98059,1550,11473
5584,2.01E+14,272000,3,3,1650,13816,2,0,0,3,7,1650,0,1998,0,98014,1650,15144
5585,2.02E+14,422000,3,1,1160,7854,1,0,0,3,7,1160,0,1960,0,98125,1300,8317
5586,2.01E+14,365000,2,2,1440,15000,1,0,0,3,7,1440,0,1985,0,98072,1780,15000
5587,2.01E+14,450000,3,2,2150,13789,1,0,0,4,8,1610,540,1966,0,98155,2150,15480
5588,2.01E+14,275053,2,1,1060,6504,1,0,0,3,6,1060,0,1950,0,98155,1100,7200
5589,2.01E+14,1.88E+06,3,3,2620,17919,1,0,1,4,9,2620,0,1949,0,98039,3400,14400
5590,2.02E+14,725000,3,2,1630,9000,1,0,0,3,7,960,670,1955,0,98004,1880,9000
5591,2.01E+14,235000,3,2,1840,9697,1,0,0,4,7,1500,340,1985,0,98030,1430,8079
5592,2.01E+14,510000,2,1,820,4206,1,0,0,3,5,820,0,1949,0,98125,1810,7200
5593,2.02E+14,489950,2,1,820,4206,1,0,0,3,5,820,0,1949,0,98125,1810,7200
5594,2.01E+14,463000,3,3,2010,4195,2,0,0,3,8,2010,0,1998,0,98034,2010,5779
5595,2.01E+14,536000,4,2,1990,5948,2,0,0,3,8,1990,0,1991,0,98029,2150,6459
5596,2.01E+14,375000,4,3,2990,6145,2,0,0,3,8,2990,0,2003,0,98003,2590,6512
5597,2.01E+14,630000,4,3,2540,4727,2,0,0,3,9,2540,0,1999,0,98034,3640,5129
5598,2.01E+14,362000,3,2,1640,14374,1,0,0,4,7,1140,500,1963,0,98148,2020,10500
5599,2.02E+14,350000,4,3,2500,11659,1,0,2,3,9,1490,1010,1979,0,98003,2830,9915
5600,2.01E+14,1.69E+06,4,4,4020,13515,2,0,0,3,11,4020,0,2001,0,98004,3930,13515
5601,2.02E+14,255000,3,2,1500,8775,1,0,0,3,6,1390,110,1943,0,98166,1310,8775
5602,2.01E+14,269000,4,3,1594,7665,1,0,0,5,7,1088,506,1975,0,98002,1536,6000
5603,2.01E+14,370000,4,3,2130,4838,2,0,0,4,7,2130,0,1930,0,98055,1070,4838
5604,2.02E+14,270000,3,1,1130,7920,1,0,0,3,7,1130,0,1961,0,98059,1390,8580
5605,2.02E+14,265000,3,2,1690,9516,1,0,0,3,7,1690,0,1997,0,98022,1850,9516
5606,2.02E+14,487000,2,1,1440,4046,1,0,0,3,7,960,480,1946,0,98117,1400,4046
5607,2.01E+14,835000,4,3,3270,6027,2,0,0,3,10,3270,0,2001,0,98074,3270,6546
5608,2.01E+14,850000,4,3,4350,112750,1,0,0,3,9,2200,2150,2006,0,98027,2180,223027
5609,2.01E+14,575000,4,3,1610,11201,1,0,0,5,7,1020,590,1982,0,98033,1610,9000
5610,2.01E+14,335000,3,1,950,8000,1,0,0,3,7,950,0,1968,0,98034,2270,8540
5611,2.01E+14,318000,3,1,1010,7200,1,0,0,5,6,1010,0,1948,0,98155,1590,7663
5612,2.02E+14,510000,3,2,1420,11325,1,0,0,3,7,1420,0,1980,0,98027,2330,3474
5613,2.01E+14,242500,3,2,1200,9720,1,0,0,4,7,1200,0,1965,0,98042,1380,10284
5614,2.01E+14,750000,5,2,2020,8400,1,0,0,4,7,1010,1010,1963,0,98040,1890,9233
5615,2.01E+14,439900,5,4,3390,7950,2,0,2,3,7,3390,0,2003,0,98056,2580,6900
5616,2.02E+14,710000,2,1,1700,3040,2,0,0,3,8,1460,240,1914,0,98119,1620,3230
5617,2.01E+14,2.40E+06,5,3,3410,9088,2,0,3,3,9,2760,650,1912,0,98119,3540,7100
5618,2.01E+14,435000,3,2,2030,13700,1,0,0,3,8,1630,400,1976,0,98011,2120,11200
5619,2.01E+14,874000,4,3,2860,6867,1,0,1,5,7,1560,1300,1946,0,98115,2290,5350
5620,2.01E+14,385000,4,2,1690,4080,1,0,0,4,7,870,820,1984,0,98144,1320,4080
5621,2.01E+14,110000,2,1,760,4746,1,0,0,3,5,760,0,1930,0,98055,1360,7810
5622,2.01E+14,477000,3,2,1780,8085,1,0,0,3,7,1210,570,1976,0,98011,1780,8085
5623,2.01E+14,500000,3,2,1550,6394,2,0,0,5,8,1550,0,1918,0,98126,1440,6387
5624,2.01E+14,885000,4,3,4090,11225,2,0,0,3,10,4090,0,2005,0,98075,3510,8762
5625,2.01E+14,235000,2,1,880,5600,1,0,0,5,7,880,0,1955,0,98178,1240,7015
5626,2.02E+14,210000,3,3,1320,15236,1,0,0,3,7,880,440,1995,0,98030,1490,8351
5627,2.02E+14,320000,2,1,950,4000,1,0,0,3,6,950,0,1910,0,98144,1480,4000
5628,2.02E+14,406000,3,2,1390,7904,1,0,0,3,7,1390,0,1985,0,98056,1910,7904
5629,2.01E+14,350000,3,2,1900,10225,1,0,0,4,8,1220,680,1963,0,98166,1850,12630
5630,2.01E+14,350000,2,1,1392,43710,2,0,0,4,7,1392,0,1978,0,98070,1640,99316
5631,2.01E+14,720000,4,3,3340,8930,2,0,2,3,10,3340,0,1999,0,98065,3160,7865
5632,2.01E+14,604700,4,3,2750,14982,1,0,3,3,9,1720,1030,1981,0,98198,2860,16344
5633,2.01E+14,343000,3,1,1400,5662,2,0,0,5,5,1400,0,1920,0,98027,1250,14375
5634,2.01E+14,558000,3,2,2220,15757,1,0,0,3,8,1280,940,1982,0,98074,2020,14098
5635,2.02E+14,364000,4,1,1210,7740,2,0,0,3,7,1210,0,1922,0,98126,1100,7740
5636,2.01E+14,420000,3,2,2390,11242,1,0,0,3,7,1290,1100,1959,0,98155,2270,9650
5637,2.02E+14,450000,5,2,1870,7344,2,0,0,3,7,1870,0,1960,0,98007,1870,7650
5638,2.01E+14,392000,2,2,940,5000,1,0,0,4,7,810,130,1925,0,98126,940,5026
5639,2.01E+14,100000,4,1,1120,2685,1,0,0,3,5,860,260,1939,0,98055,1120,4838
5640,2.01E+14,480000,3,3,1250,1103,3,0,2,3,8,1250,0,2005,0,98103,1250,1188
5641,2.01E+14,212000,3,2,1060,9225,1,0,0,4,7,1060,0,1955,0,98003,1270,9375
5642,2.01E+14,560000,5,3,2410,8960,1,0,0,5,7,1600,810,1978,0,98011,2410,11514
5643,2.02E+14,359950,5,3,2844,3990,2,0,0,3,8,2844,0,2013,0,98092,2273,3900
5644,2.01E+14,535000,4,3,2200,110642,1,0,0,5,7,1330,870,1979,0,98077,2290,51400
5645,2.02E+14,980000,5,4,3460,5400,2,0,0,3,10,2830,630,2012,0,98056,1890,5400
5646,2.01E+14,720000,2,1,1580,2199,2,0,2,3,8,1580,0,1921,1995,98103,2170,4405
5647,2.01E+14,619950,2,1,1520,5400,1,0,0,3,7,920,600,1951,0,98115,1600,5400
5648,2.01E+14,489000,3,3,2260,19821,2,0,0,3,9,2260,0,1994,0,98058,2750,22718
5649,2.01E+14,415000,4,2,1800,2970,1,0,0,4,7,1000,800,1923,0,98115,1690,3801
5650,2.02E+14,672500,4,3,2650,11108,2,0,0,3,10,2650,0,1987,0,98074,2650,11585
5651,2.01E+14,352500,3,1,1000,4171,1,0,0,3,7,1000,0,1985,0,98052,1090,3479
5652,2.01E+14,258750,4,2,2300,8400,1,0,0,4,6,1150,1150,1962,0,98003,1230,8400
5653,2.02E+14,350000,3,1,1080,7000,1,0,0,4,6,1080,0,1916,0,98133,1410,7214
5654,2.01E+14,152000,3,1,902,10464,1,0,0,3,7,902,0,1965,0,98198,1510,7210
5655,2.01E+14,378500,2,1,730,7528,1,0,0,3,7,730,0,1946,0,98115,1620,7528
5656,2.01E+14,1.02E+06,4,2,2600,41041,2,0,0,4,8,2600,0,1965,0,98033,2750,37318
5657,2.01E+14,419000,3,2,1570,6700,1,0,0,4,7,1570,0,1956,0,98007,1570,7300
5658,2.01E+14,895000,5,3,2876,13927,1,0,2,4,9,1970,906,1973,0,98040,3500,14454
5659,2.01E+14,668500,4,2,2290,9546,1,0,0,4,8,1780,510,1976,0,98006,2360,8864
5660,2.01E+14,487000,2,3,1470,2533,2,0,0,3,8,1470,0,2005,0,98033,1470,6511
5661,2.01E+14,538000,3,4,2620,10137,2,0,0,3,8,1970,650,1992,0,98146,1960,7680
5662,2.01E+14,898000,5,2,2680,28014,1,0,0,4,8,1450,1230,1963,0,98004,2900,22180
5663,2.01E+14,315000,4,2,2020,7767,1,0,0,3,8,2020,0,1995,0,98003,1940,8239
5664,2.02E+14,800000,3,3,2100,4440,2,0,4,3,7,2100,0,1945,0,98116,2100,6000
5665,2.01E+14,516130,3,2,1510,8250,1,0,0,4,8,1510,0,1962,0,98008,1770,8250
5666,2.02E+14,1.60E+06,3,3,2850,19593,2,1,4,3,10,1790,1060,1978,0,98008,2850,18782
5667,2.02E+14,1.20E+06,4,3,4280,12796,2,0,0,3,11,3400,880,1999,0,98006,3520,9593
5668,2.02E+14,355425,4,3,3238,9112,1,0,2,4,8,1678,1560,1979,0,98198,3056,9668
5669,2.01E+14,1.16E+06,3,3,2740,5925,2,0,2,3,10,2740,0,1913,1992,98112,2740,5948
5670,2.01E+14,689000,4,3,2020,9600,2,0,0,4,7,2020,0,1954,0,98136,2250,8550
5671,2.02E+14,500000,3,3,1520,1500,3,0,0,3,7,1520,0,2000,0,98107,1520,1323
5672,2.01E+14,430000,5,3,3860,42733,1,0,3,4,8,2300,1560,1955,0,98001,2520,19353
5673,2.01E+14,299500,4,2,1600,15312,1,0,0,4,7,1080,520,1979,0,98045,1620,12375
5674,2.01E+14,349950,4,3,2090,5289,2,0,0,3,8,2090,0,1989,0,98058,2080,7109
5675,2.01E+14,1.42E+06,5,3,4020,4500,2,0,0,3,9,3120,900,2010,0,98004,3550,5775
5676,2.01E+14,998000,4,2,2910,10189,2,0,0,3,9,2910,0,1988,0,98006,2780,10125
5677,2.02E+14,329000,3,1,900,9600,1,0,0,4,7,900,0,1970,0,98072,1220,8240
5678,2.01E+14,575000,3,2,1720,5956,2,0,0,3,8,1720,0,1981,0,98033,1620,9324
5679,2.01E+14,529900,5,2,3030,9430,2,0,0,4,8,2600,430,1961,0,98133,2230,8425
5680,2.01E+14,1.47E+06,4,3,3030,10189,1,0,0,3,9,2380,650,2003,0,98004,1940,10189
5681,2.01E+14,725000,4,2,2190,9400,1,0,0,4,7,1450,740,1962,0,98033,1980,9000
5682,2.01E+14,286000,3,3,1680,5000,2,0,0,3,8,1680,0,1987,0,98023,1720,5000
5683,2.02E+14,335000,3,2,1210,9926,1,0,0,4,7,1210,0,1954,2015,98006,1690,9737
5684,2.01E+14,395300,3,2,1120,7000,1,0,0,3,7,1120,0,1955,0,98007,1470,7950
5685,2.01E+14,510000,4,3,3180,13348,2,0,0,3,8,3020,160,2004,0,98019,3020,10029
5686,2.02E+14,203000,3,1,920,7500,1,0,0,4,7,920,0,1970,0,98032,1660,8000
5687,2.01E+14,248000,2,1,700,8301,1,0,0,3,6,700,0,1953,0,98155,1250,8304
5688,2.02E+14,265000,3,2,2540,7216,2,0,0,3,8,2540,0,1991,0,98023,2140,7531
5689,2.02E+14,1.00E+06,4,2,2100,4560,2,0,0,4,8,2100,0,1912,0,98103,1930,4560
5690,2.02E+14,1.00E+06,3,1,1540,24500,2,0,0,3,7,1540,0,1949,0,98125,1540,7250
5691,2.02E+14,241400,3,2,1420,9828,1,0,0,4,7,1420,0,1990,0,98010,1550,7227
5692,2.02E+14,309950,4,2,1450,10074,1,0,0,4,7,1450,0,1966,0,98058,1340,8023
5693,2.01E+14,294010,3,2,1550,4057,1,0,0,3,6,830,720,1945,0,98106,1100,4116
5694,2.01E+14,345000,3,2,1920,9672,2,0,0,4,8,1920,0,1984,0,98074,1950,10125
5695,2.02E+14,625000,3,2,1920,9672,2,0,0,4,8,1920,0,1984,0,98074,1950,10125
5696,2.01E+14,660000,4,3,2510,4543,2,0,0,3,8,2510,0,2002,0,98075,2550,4675
5697,2.02E+14,559000,2,2,1660,4500,1,0,0,3,8,1660,0,2003,0,98053,1670,5580
5698,2.01E+14,866000,4,3,3990,9786,2,0,0,3,9,3990,0,2004,0,98053,3920,8200
5699,2.01E+14,770000,3,2,2350,5700,2,0,0,4,8,1810,540,1939,0,98112,2170,6000
5700,2.01E+14,259950,3,2,1350,7827,1,0,0,4,7,1350,0,1968,0,98030,1900,7827
5701,2.02E+14,352000,5,3,2980,9838,1,0,0,3,7,1710,1270,1968,0,98030,2240,9838
5702,2.01E+14,2.47E+06,5,5,6390,13180,2,0,0,3,10,4560,1830,1940,0,98112,4010,8137
5703,2.01E+14,395000,3,2,1590,10229,1,0,0,3,7,1590,0,1966,0,98034,1320,10222
5704,2.02E+14,276500,4,2,1400,6650,2,0,0,4,6,1400,0,1942,0,98168,1120,8645
5705,2.01E+14,530000,3,2,1880,100623,2,0,0,3,8,1880,0,1987,2007,98024,2520,21689
5706,2.01E+14,798000,4,3,3500,10260,2,0,0,3,10,3500,0,1987,0,98008,3500,10658
5707,2.01E+14,380000,2,2,1370,5756,1,0,0,3,8,1370,0,1986,0,98034,1380,5444
5708,2.01E+14,350000,4,3,2810,10433,2,0,0,3,8,2810,0,2001,0,98022,2640,9240
5709,2.01E+14,325000,3,3,2220,6049,2,0,0,4,8,2220,0,1990,0,98031,1980,7226
5710,2.02E+14,336000,3,3,2110,4549,2,0,0,4,8,2110,0,1989,0,98042,2110,4030
5711,2.01E+14,286900,3,2,1720,17235,1,0,0,4,7,1440,280,1974,0,98042,1990,35048
5712,2.01E+14,472000,5,2,1780,7245,1,0,0,4,8,1330,450,1976,0,98052,1780,7653
5713,2.01E+14,263000,3,2,1410,8100,2,0,0,3,7,1410,0,1985,0,98038,1560,8100
5714,2.01E+14,565000,3,3,2110,4000,1,0,2,4,7,1110,1000,1965,0,98126,1730,4000
5715,2.01E+14,765000,3,3,2700,8444,2,0,0,3,10,2700,0,1992,0,98006,2840,9165
5716,2.01E+14,1.52E+06,3,2,2610,9409,1,1,4,4,8,2610,0,1963,0,98075,2970,9156
5717,2.01E+14,405000,3,2,1660,8174,1,0,0,3,7,830,830,1981,0,98034,1610,9318
5718,2.02E+14,1.10E+06,4,4,4570,16219,2,0,0,3,11,4570,0,2002,0,98075,4700,16500
5719,2.01E+14,555000,3,3,3760,188760,1,0,0,4,10,2640,1120,1979,0,98092,2820,50543
5720,2.02E+14,305000,3,3,1610,3516,2,0,0,3,8,1610,0,2006,0,98055,1610,3056
5721,2.01E+14,289950,3,2,1740,9370,1,0,0,3,7,1390,350,1992,0,98198,1740,7555
5722,2.01E+14,487500,5,4,3530,218472,2,0,0,3,7,2380,1150,1999,0,98019,2110,211404
5723,2.01E+14,96500,3,1,840,12091,1,0,0,3,6,840,0,1959,0,98023,840,9324
5724,2.02E+14,185000,3,1,840,12091,1,0,0,3,6,840,0,1959,0,98023,840,9324
5725,2.01E+14,150550,4,1,1470,6061,2,0,0,3,7,1470,0,1945,0,98168,1230,6175
5726,2.01E+14,339000,4,2,2470,5080,2,0,0,3,6,1970,500,1948,1988,98106,1060,5080
5727,2.02E+14,675000,4,2,2220,7230,1,0,1,3,8,1280,940,1950,0,98125,2210,7230
5728,2.01E+14,615000,3,2,1720,4080,1,0,0,4,7,960,760,1924,0,98144,1660,4080
5729,2.01E+14,837500,4,3,2700,9320,2,0,0,4,8,2700,0,1994,0,98033,2120,8056
5730,2.01E+14,250000,2,1,950,11835,1,0,0,3,5,950,0,1932,0,98028,1690,12586
5731,2.01E+14,583000,3,3,1790,8144,2,0,0,3,8,1790,0,1989,0,98074,1800,7503
5732,2.01E+14,499000,3,3,1610,1728,3,0,0,3,8,1610,0,2000,0,98115,1540,3090
5733,2.01E+14,550000,3,3,2290,6328,2,0,0,3,8,2290,0,2001,0,98146,1600,6180
5734,2.01E+14,400000,4,3,2170,204296,1,0,0,4,7,2170,0,1980,0,98022,1760,154202
5735,2.02E+14,990400,3,3,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,1820,4764
5736,2.01E+14,600000,3,3,2320,52272,2,0,0,3,8,2320,0,1974,0,98075,2200,52272
5737,2.02E+14,325000,2,1,1120,6236,1,0,0,4,6,1120,0,1954,0,98155,1340,7784
5738,2.01E+14,265000,3,3,1530,6000,2,0,0,4,7,1530,0,1991,0,98038,1360,6000
5739,2.02E+14,1.62E+06,3,3,3490,9362,1,0,3,5,9,1770,1720,1960,0,98105,3640,7425
5740,2.02E+14,347500,3,2,1180,8353,1,0,0,3,7,1180,0,1960,0,98155,1710,8748
5741,2.02E+14,629000,5,2,2050,3000,2,0,0,3,7,1470,580,1912,1984,98103,1560,4500
5742,2.01E+14,1.09E+06,2,2,2360,11340,2,0,0,3,9,2360,0,1997,0,98040,3030,11340
5743,2.01E+14,397500,4,3,2570,7859,2,0,0,3,8,2570,0,1992,0,98038,2150,7284
5744,2.01E+14,404500,2,1,1270,3700,2,0,0,3,7,1270,0,1909,0,98144,1980,3200
5745,2.01E+14,225000,3,2,1250,7500,1,0,0,3,7,1250,0,1967,0,98030,1260,7563
5746,2.02E+14,267000,3,2,2510,9900,1,0,0,3,8,1610,900,1978,0,98023,1940,8510
5747,2.01E+14,800000,4,4,2690,4000,2,0,3,4,9,2120,570,1909,1989,98119,2830,4000
5748,2.02E+14,339000,4,3,2900,6918,2,0,0,3,8,2900,0,2001,0,98001,2720,10376
5749,2.02E+14,1.85E+06,4,3,3830,11972,1,1,4,3,11,2370,1460,1981,0,98155,3080,12297
5750,2.01E+14,525000,5,1,1280,3876,2,0,0,3,7,1280,0,1923,0,98105,1420,3825
5751,2.01E+14,1.15E+06,5,4,4350,6218,2,0,2,3,10,3520,830,2007,0,98027,3260,5989
5752,2.01E+14,565000,1,1,1370,6250,2,0,0,4,7,1370,0,1921,0,98136,1450,6250
5753,2.01E+14,387000,2,2,1230,1280,2,0,0,3,8,960,270,2012,0,98144,1130,1357
5754,2.01E+14,720000,4,3,2440,34290,2,0,0,3,9,2440,0,1987,0,98053,2860,38119
5755,2.01E+14,1.50E+06,4,4,4410,12426,2,0,2,3,12,3420,990,1996,0,98006,4090,12127
5756,2.01E+14,235000,2,1,910,7617,1,0,0,3,6,910,0,1936,0,98125,1310,6624
5757,2.02E+14,365000,2,1,910,7617,1,0,0,3,6,910,0,1936,0,98125,1310,6624
5758,2.01E+14,368250,3,3,2150,7484,2,0,0,3,8,2150,0,1988,0,98074,2150,6879
5759,2.01E+14,580000,3,3,2150,7484,2,0,0,3,8,2150,0,1988,0,98074,2150,6879
5760,2.01E+14,1.10E+06,4,3,3190,11774,2,1,4,3,8,2610,580,1956,1991,98178,2240,8725
5761,2.02E+14,215000,4,3,2130,4496,2,0,0,3,7,2130,0,2004,0,98001,3220,5400
5762,2.01E+14,648000,4,3,2740,9959,2,0,0,3,9,2740,0,1989,0,98029,2630,9905
5763,2.01E+14,705000,4,3,3150,9318,2,0,0,3,9,3150,0,2001,0,98075,3150,9318
5764,2.02E+14,465000,3,2,1450,1540,2,0,0,3,8,1180,270,2005,0,98107,1450,1540
5765,2.01E+14,650000,5,2,2400,3500,2,0,0,3,8,1900,500,1911,0,98103,1520,4000
5766,2.01E+14,335000,4,2,2280,7500,1,0,0,4,7,1140,1140,1963,0,98198,1660,8000
5767,2.02E+14,640000,4,2,2310,31850,2,0,0,4,8,2310,0,1984,0,98072,2710,36042
5768,2.02E+14,638250,4,3,2460,8029,2,0,0,3,9,2460,0,1989,0,98074,2420,7987
5769,2.01E+14,1.46E+06,4,4,4200,14353,2,0,2,3,12,3640,560,1996,0,98040,3750,16316
5770,2.02E+14,375000,4,2,1620,4600,2,0,0,3,7,1620,0,1909,0,98108,1620,4500
5771,2.01E+14,842000,4,2,2170,9525,1,0,0,3,8,2170,0,1960,0,98040,1910,9525
5772,2.01E+14,499950,3,2,2880,7200,1,0,0,3,8,1710,1170,1970,0,98133,1880,10200
5773,2.02E+14,810000,4,3,3280,25211,2,0,3,3,11,3280,0,1985,0,98074,3280,25211
5774,2.02E+14,310000,5,2,2900,11970,2,0,0,4,7,2900,0,1969,0,98072,1260,12398
5775,2.01E+14,730000,3,3,2160,8809,1,0,0,3,9,1540,620,2014,0,98103,930,5420
5776,2.01E+14,637800,4,2,2250,4750,2,0,0,4,7,1420,830,1924,0,98115,1930,4750
5777,2.02E+14,225000,3,1,1340,4800,2,0,0,4,5,1340,0,1903,0,98055,1240,4800
5778,2.01E+14,417500,4,1,1390,10800,2,0,0,4,7,1390,0,1941,0,98177,1390,9360
5779,2.02E+14,265000,4,2,1600,10160,1,0,0,4,7,1600,0,1972,0,98022,1540,9352
5780,2.01E+14,550000,4,3,2050,8683,2,0,0,3,8,2050,0,1987,0,98074,2010,8744
5781,2.02E+14,625700,3,2,2570,159865,1,0,0,5,7,2570,0,1968,0,98024,2010,38322
5782,2.01E+14,595000,3,3,2660,10637,2,0,0,3,9,2660,0,1991,0,98011,2590,8637
5783,2.01E+14,270000,3,2,1540,13475,1,0,0,4,7,1540,0,1972,0,98059,1550,13475
5784,2.01E+14,739375,5,3,2640,3200,2,0,0,4,7,2140,500,1906,0,98112,1540,2242
5785,2.01E+14,357562,2,2,1210,1032,2,0,0,3,8,1210,0,2014,0,98029,1210,1090
5786,2.01E+14,1.01E+06,4,3,3760,29224,2,0,0,3,11,3760,0,1987,0,98052,3930,19916
5787,2.01E+14,455000,2,2,1350,4286,1,0,0,3,8,1350,0,2004,0,98053,1440,4839
5788,2.02E+14,310000,5,2,2600,9600,1,0,2,4,8,1810,790,1969,0,98023,2070,9660
5789,2.01E+14,415000,3,3,3900,111514,2,0,0,3,6,3460,440,1967,2008,98024,2460,217800
5790,2.01E+14,452000,2,1,1340,8100,1,0,2,3,8,1340,0,1950,0,98177,1680,7752
5791,2.02E+14,810000,3,2,1760,16928,1,0,0,3,7,1760,0,1953,0,98004,3430,10059
5792,2.01E+14,730001,3,2,1840,4750,1,0,0,5,7,1010,830,1951,0,98117,1760,5510
5793,2.02E+14,825000,3,2,2980,86636,1,0,0,3,9,2230,750,1989,0,98053,2980,107157
5794,2.01E+14,665000,3,3,1730,3000,2,0,0,3,8,1730,0,1996,0,98103,1730,1774
5795,2.01E+14,327500,4,2,1650,7800,1,0,0,3,8,1650,0,1968,0,98058,1750,10400
5796,2.01E+14,699950,3,3,3370,36218,2,0,0,4,9,3370,0,1988,0,98075,2980,31793
5797,2.01E+14,424000,3,3,2200,34680,2,0,0,3,9,2200,0,1985,0,98092,2560,35840
5798,2.01E+14,657000,4,3,2180,3375,2,0,0,4,7,1420,760,1926,0,98117,1560,3375
5799,2.01E+14,445000,3,2,1490,10844,1,0,0,3,7,1210,280,1974,0,98008,2090,9944
5800,2.01E+14,450000,3,3,1530,762,2,0,0,3,8,1050,480,2007,0,98119,1610,1482
5801,2.01E+14,350000,3,1,1180,7455,1,0,0,4,7,1180,0,1964,0,98034,1450,8154
5802,2.01E+14,460000,4,3,2080,17532,2,0,0,3,9,2080,0,1996,0,98059,2550,12560
5803,2.01E+14,385000,4,3,3200,22651,1,0,0,5,8,1610,1590,1970,0,98031,2030,5500
